Answer,Question
13892706,2638494
13892729,2636550
13892730,2603081
13892864,2638091
13892866,2638617
13892897,2638617
13893025,2638668
13893030,2638668
13893120,2638619
13893147,2638494
13893208,2638515
13893219,2638794
13893249,2638812
13893258,2638824
13893309,2638863
13893401,2638905
13893451,2638915
13893468,2638812
13893523,2638957
13893590,2606637
13893748,2638905
13893768,2638875
13893790,2638812
13893842,2616634
13893847,2639084
13893895,2639169
13893897,2638863
13893898,2639169
13893910,2639169
13893991,2639207
13894000,2639207
13894054,2639176
13894129,2639268
13894130,2639270
13894134,2639268
13894142,2639271
13894188,2554325
13894235,2639304
13894236,2639307
13894260,2638889
13894310,2639364
13894321,2639364
13894374,2639391
13894431,2639394
13894435,2639394
13894441,2639432
13894443,2639432
13894449,2639432
13894461,2639432
13894510,2639453
13894520,2639470
13894548,2639453
13894555,2639470
13894565,2639487
13894570,2635328
13894575,2639504
13894625,2639487
13894645,2639504
13894882,2639656
13894896,2638617
13894897,2639453
13895014,2639722
13895072,2639758
13895135,2639758
13895170,2639453
13895232,2639831
13895241,2639679
13895360,2639888
13895368,2639722
13895454,2639722
13895458,2639831
13895705,2640081
13895706,2640081
13895816,2640131
13895838,2640141
13895862,2640164
13895918,2640164
13895988,2640228
13895989,2640228
13896047,2640281
13896053,2640281
13896120,2640301
13896204,2640326
13896295,2640326
13896391,2640281
13896580,2640573
13896582,2640573
13896590,2640573
13896608,2640588
13896613,2640588
13896634,2640573
13896639,2640281
13896680,2640281
13896681,2640620
13896710,2640620
13896718,2640620
13896789,2640620
13896796,2640689
13896802,2640620
13896848,2640684
13896880,2640111
13896930,2640726
13896956,2640744
13896961,2640744
13896982,2640744
13897024,2640803
13897083,2640839
13897160,2640875
13897171,2640882
13897201,2640882
13897203,2640281
13897349,2640970
13897377,2624980
13897386,2640689
13897400,2640989
13897439,2640989
13897446,2640919
13897703,2641150
13897704,2641150
13897716,2640919
13897807,2640882
13897872,2641260
13897905,2641252
13897921,1467108
13897923,2641252
13897947,2641260
13897979,2641299
13897994,2641252
13897996,2641285
13898054,2641290
13898112,2623608
13898138,2641350
13898185,2641412
13898271,2641455
13898280,2641455
13898315,2641477
13898361,2641474
13898384,2640588
13898400,2641412
13898405,2641518
13898428,2641477
13898437,2641531
13898438,2641531
13898446,2641518
13898447,2641539
13898474,2641560
13898477,2641560
13898488,2641564
13898499,2641518
13898531,2641542
13898596,2641560
13898604,2641564
13898630,2641542
13898669,2641560
13898709,2641690
13898723,2641542
13898766,2641716
13898773,2641716
13898774,2641560
13898779,2641716
13898828,2641455
13898890,2641716
13898916,2641758
13898921,2641772
13898968,2641816
13898975,2641816
13898991,2641816
13899040,2641816
13899080,2641564
13899095,2641875
13899187,2641875
13899194,2641947
13899216,2641967
13899222,2641967
13899247,2641973
13899254,2641973
13899261,2641973
13899266,2641986
13899272,2641926
13899273,2641926
13899339,2642031
13899342,2642031
13899345,2642031
13899369,2641973
13899374,2642031
13899391,2641973
13899392,2642064
13899424,2642049
13899442,2642075
13899521,2642131
13899536,2642137
13899572,2642137
13899610,2641947
13899620,2642141
13899677,2642205
13899682,2642205
13899693,2642205
13899856,2642159
13899871,2642159
13899896,2642159
13899897,2642159
13899926,2642159
13899932,2642159
13899933,2642159
13899935,2642159
13899936,2642159
13899981,2629774
13900026,2642159
13900053,2642411
13900108,2642411
13900165,2642482
13900171,2642482
13900208,2642516
13900218,2642516
13900225,2620707
13900243,2641986
13900256,2642540
13900257,2642540
13900282,2642067
13900301,2642567
13900307,272834
13900323,2642411
13900347,2642552
13900396,2642617
13900419,2642625
13900426,2642567
13900475,2642552
13900589,2642703
13900596,2642159
13900598,2642703
13900600,2642159
13900604,2642159
13900618,2642159
13900628,2642722
13900649,2642715
13900717,2642788
13900776,2642817
13900777,2642817
13900808,2642159
13900871,2642159
13900924,2642885
13900948,2642912
13900956,2642914
13900976,2642912
13900985,2642885
13901000,2642912
13901070,2642978
13901079,2642912
13901162,2643029
13901183,2642715
13901211,2642977
13901256,2643029
13901372,2643088
13901387,2642159
13901423,2643088
13901497,2643203
13901498,2643203
13901499,2643203
13901506,2643190
13901521,2643190
13901527,2643198
13901637,2643249
13901654,2643249
13901660,2643283
13901668,2643174
13901710,1611724
13901829,2643373
13901833,2643373
13902165,2643551
13902320,2643283
13902331,2643373
13902400,2643694
13902401,2643694
13902450,2643733
13902451,2643733
13902452,2643733
13902510,2643733
13902548,2643733
13902599,2643815
13902606,2643815
13902607,2643819
13902656,2643819
13902667,2643815
13902749,2643902
13902760,2465461
13902766,2643596
13902784,2643912
13902792,2643902
13902795,2643929
13902801,2643929
13902809,2643912
13902847,2465461
13902877,2643969
13902878,2643969
13902879,2643975
13902881,2643975
13902886,2643912
13902906,2643912
13903058,2644070
13903069,2644070
13903090,2644098
13903206,2644152
13903225,2644166
13903276,2643644
13903308,2644077
13903358,2644166
13903432,2643852
13903434,2642552
13903564,2644357
13903565,2644357
13903581,2644367
13903590,2644357
13903591,2644357
13903605,2644357
13903660,2644419
13903681,2644425
13903742,2644152
13903746,2644454
13903747,2644454
13903793,2644493
13903801,2644507
13903802,2644493
13903868,2644419
13903906,2644522
13903914,2644425
13903979,2644572
13904082,2643833
13904116,2644572
13904128,2644663
13904137,2644665
13904194,2644679
13904287,2644747
13904310,2641960
13904338,2644773
13904389,2644773
13904480,2644841
13904497,2644841
13904555,2644747
13904604,2637969
13904693,2644841
13904711,2644679
13904933,2645067
13904936,2645067
13904969,2645131
13904987,2645112
13905208,2645020
13905296,2645112
13905336,2645317
13905441,2645374
13905462,2645067
13905469,2645380
13905505,2644152
13905507,2645347
13905523,2645347
13905618,1206326
13905622,2645456
13905745,2645529
13905826,2645529
13905950,2644965
13905968,2631099
13906069,2645571
13906101,2645721
13906107,2645721
13906108,2645721
13906110,2645724
13906111,2645724
13906113,2645724
13906119,2645721
13906121,2645724
13906148,2631331
13906271,2631331
13906277,2645809
13906278,2645809
13906497,2645911
13906576,2645947
13906592,2645985
13906619,2645995
13906620,2645995
13906621,2645947
13906628,2646004
13906635,2645380
13906647,2645556
13906652,2645995
13906807,2646090
13906818,2646110
13906820,2646110
13906872,2646110
13906960,2646200
13906964,2646200
13906971,2646200
13907023,2646235
13907155,2646200
13907254,2646391
13907337,2646259
13907369,2646465
13907451,2646497
13907482,2646259
13907483,2646465
13907493,2646521
13907503,2646521
13907639,2646536
13907656,2646583
13907773,2646648
13907843,2646705
13907852,2646521
13907893,2646759
13907915,2646765
13907956,2646789
13908069,2646536
13908178,2646765
13908181,2646896
13908193,2646936
13908196,2646936
13908201,2646936
13908337,2646936
13908365,2646936
13908399,2646896
13908579,2647043
13908586,2647043
13908705,2647217
13908713,2647217
13908845,2646259
13908931,2647310
13908947,2647286
13909027,2647380
13909033,2647380
13909079,2647380
13909131,2647206
13909304,2637969
13909355,2646987
13909470,2565190
13909492,2647380
13909638,2647687
13909643,2647687
13909747,2647752
13909995,2647885
13910026,2647874
13910167,2647874
13910173,2647885
13910174,2647885
13910186,2647881
13910187,2647885
13910197,2647995
13910205,2647992
13910207,2647988
13910231,2648012
13910232,2648012
13910235,2648012
13910239,2648012
13910272,2647531
13910277,2648031
13910331,2648031
13910511,2575824
13910660,2648197
13910669,2648230
13910675,2648230
13910727,2646648
13910730,2648270
13910731,2648270
13910752,2648270
13910756,2648271
13910758,2648260
13910782,2648270
13910790,1860380
13910832,2648324
13910838,2648324
13910868,2648324
13910870,2648342
13910874,2648342
13910936,2648378
13911297,2648571
13911303,2648577
13911340,2648527
13911350,2648571
13911404,2648571
13911543,2648678
13911595,2648570
13911610,2648678
13911641,2648571
13911654,2648749
13911660,2648715
13911696,2608678
13911730,2648806
13911733,2648749
13911741,2648806
13911782,2648840
13911784,2648842
13911797,2648840
13911814,2648231
13911829,2648842
13911907,2648840
13911919,2648846
13911926,2648906
13911929,2648906
13911931,2648840
13911943,2647283
13911949,2648906
13911965,2648878
13911984,2648878
13911999,2648909
13912076,2648970
13912123,2648906
13912131,2648970
13912159,2649023
13912184,2649023
13912191,2649016
13912235,2649052
13912273,2649052
13912291,2649081
13912321,2649016
13912503,2649197
13912512,2649201
13912514,2649201
13912542,2649211
13912567,2649197
13912568,2649201
13912646,2649262
13912705,2649262
13912814,2649363
13912820,2649363
13912918,2649197
13912924,2649417
13912926,2649417
13912932,2649425
13912934,2649417
13912940,2649425
13913139,2649201
13913273,2648846
13913279,2649569
13913284,2649589
13913327,2649605
13913351,2649569
13913392,2648840
13913393,2649652
13913492,2649687
13913513,2649687
13913530,2649720
13913533,2649720
13913543,2649720
13913544,2649720
13913653,2649569
13913869,2649903
13913916,2649935
13913941,2649952
13913994,2649887
13914025,2650005
13914047,2650005
13914089,2649952
13914159,2650091
13914180,2650089
13914199,2650089
13914225,2650123
13914233,2650127
13914237,2650127
13914252,2650123
13914256,2650127
13914275,2650123
13914321,2650172
13914396,2650209
13914415,2369564
13914437,2650222
13914460,2650249
13914614,2650343
13914620,2650356
13914629,2650343
13914635,2650356
13914774,2650356
13914801,2650222
13914904,932887
13915019,2648806
13915024,2650565
13915028,2650565
13915045,2650565
13915131,2649730
13915315,2650476
13915368,2650724
13915390,2650693
13915447,2650784
13915454,2650724
13915540,2650724
13915648,2650842
13915688,2650565
13915723,2599299
13915747,2650942
13915789,2650960
13915792,2650960
13915797,2650960
13915900,2651008
13915969,2651056
13915999,2651085
13916110,2650476
13916112,2651128
13916114,2651133
13916202,2651168
13916324,2651128
13916361,2651275
13916367,2651275
13916545,2651133
13916608,2651375
13916670,2651415
13916684,2651415
13916720,2651459
13916814,2651505
13916836,2651505
13916838,2651505
13916844,2651508
13916856,2651508
13916859,2651505
13916861,2651508
13916868,2651459
13916896,2651528
13916931,2651552
13916932,2651552
13916935,2651552
13916945,2651552
13917016,2651592
13917033,2651528
13917040,2651634
13917066,2651592
13917069,2651634
13917090,2651653
13917118,2651653
13917161,2586638
13917190,2651617
13917267,2651653
13917268,2651754
13917325,2651714
13917359,2651459
13917369,2651797
13917378,2651714
13917386,2651816
13917399,2651634
13917428,2651848
13917430,2651840
13917451,2651860
13917504,2651894
13917509,2651894
13917639,2651780
13917661,2651713
13917679,2648271
13917717,2652015
13917719,2651714
13917733,2651890
13917736,2651799
13917741,2137893
13917769,2652059
13917772,2652042
13917782,2652046
13917800,2652044
13917873,2652082
13917890,2652092
13918035,2652160
13918071,2652082
13918100,2652240
13918102,2652240
13918176,2648678
13918193,2652294
13918292,2652357
13918327,2651840
13918365,2652160
13918411,2652422
13918435,2652430
13918436,2652430
13918440,2652430
13918448,2652430
13918466,2652355
13918529,2652480
13918728,2652579
13918773,2652579
13918779,2652608
13918788,2650812
13918895,2652674
13918896,2652674
13918898,2652674
13918901,2652666
13918940,2652713
13918973,2652709
13919133,2652786
13919135,2652811
13919151,2652713
13919164,2652709
13919225,2652811
13919311,2652811
13919313,2652811
13919399,2386358
13919465,2652971
13919532,2652971
13919541,2653008
13919563,2653008
13919610,2652811
13919693,2653087
13919694,2653087
13919697,2653087
13919741,2652746
13919761,2652709
13919762,2653127
13919772,2653127
13919798,2652489
13919807,2653135
13919815,2653157
13919817,2653157
13919833,2653160
13919894,2653198
13919903,2653198
13919943,2653160
13919980,2653174
13919991,2653174
13919998,2653087
13920061,2653285
13920173,2653320
13920198,2653342
13920199,2653346
13920211,525018
13920270,2653411
13920286,2653411
13920376,2653452
13920472,2653342
13920581,2653580
13920601,2653589
13920618,2653599
13920707,2653599
13920740,2653544
13920744,2653320
13920788,2653342
13920894,2653719
13920982,2653342
13921006,2650046
13921164,2651714
13921187,2653858
13921251,2653544
13921315,2653915
13921336,2653915
13921342,2653934
13921356,2653934
13921525,2653915
13921539,2654026
13921570,362437
13921673,2654092
13921920,2654178
13921948,2654243
13921952,2654243
13922158,2654375
13922257,2654281
13922383,2654092
13922465,2654518
13922635,2654628
13922645,2654628
13922657,2654554
13922737,2654633
13922788,2654703
13922824,2654649
13922836,2654649
13922840,2654628
13922853,2654092
13922993,2654812
13923007,2654812
13923040,2654861
13923077,2654864
13923183,2654926
13923194,2654926
13923204,2654926
13923334,2654560
13923374,2654861
13923393,2654891
13923400,2655018
13923404,2654864
13923446,2655111
13923524,2654639
13923543,2655159
13923593,2641539
13923604,2655111
13923613,2655194
13923642,2655194
13923654,2655194
13923703,2655243
13923708,2655243
13923713,2655249
13923731,2655194
13923848,2655315
13923849,2655315
13923900,2614044
13923988,2654633
13924021,2655403
13924030,2655403
13924055,2655403
13924078,2655448
13924139,2655448
13924140,2655459
13924247,2655498
13924272,2655524
13924294,1360932
13924428,2655644
13924483,2655644
13924493,2625604
13924508,2655524
13924515,2655415
13924696,2655765
13924828,2655524
13924870,2655854
13924925,2655883
13924985,2655932
13924989,2655901
13924991,2655932
13925091,2655883
13925095,2655991
13925096,2655991
13925110,2656003
13925111,2655960
13925133,2656003
13925141,2656000
13925158,2656020
13925177,2656020
13925179,2656020
13925283,2656093
13925298,2656093
13925332,2656107
13925338,2656107
13925369,2656107
13925373,2656107
13925378,2656140
13925391,2656140
13925444,2656160
13925446,2656160
13925448,2656160
13925455,2591519
13925497,2656208
13925504,2570200
13925558,2656250
13925666,2656313
13925800,2656385
13925882,2656422
13925894,2656443
13925909,2656461
13925911,2656461
13925982,2656499
13926145,2656588
13926193,2656592
13926218,2656313
13926231,2656593
13926290,2656574
13926291,2656530
13926294,2656653
13926297,2656653
13926345,2652046
13926419,2656713
13926517,2656763
13926572,2656777
13926600,2656776
13926603,2656776
13926682,2656863
13926686,2656863
13926701,2656883
13926738,2656461
13926809,2656901
13926861,2656899
13926866,2656899
13926883,2656978
13926889,2656899
13926896,2656978
13926901,2656978
13926910,2656899
13926929,2656988
13926948,2656961
13926953,2656988
13927050,2655854
13927074,2657085
13927125,2657060
13927278,2657191
13927303,2657191
13927319,2656093
13927338,2656003
13927502,1092791
13927534,2657191
13927554,2656972
13927728,2657429
13927998,2657575
13928009,2657575
13928025,2657560
13928080,2657575
13928090,2656862
13928114,2657609
13928154,2657663
13928155,2657663
13928169,275262
13928265,2657699
13928336,2656972
13928349,2657699
13928354,2657429
13928369,2657776
13928370,2657786
13928397,2657788
13928440,2657834
13928462,2643597
13928582,2657816
13928587,2657845
13928717,2657776
13928783,2658042
13928786,2658042
13928807,2657834
13928845,2657834
13928923,2658118
13928943,2658118
13928958,2658118
13928987,2657816
13928990,2658150
13928994,2658150
13928997,2658150
13929005,2654891
13929007,2658118
13929064,2658197
13929084,2658182
13929085,2658155
13929095,2658211
13929114,2658221
13929120,2658220
13929123,2658220
13929130,1442970
13929133,2652046
13929143,2658221
13929218,2658243
13929231,2658221
13929234,2658272
13929235,2658272
13929240,2658283
13929241,2658283
13929292,2658272
13929302,2658283
13929319,2658283
13929326,2658329
13929339,2658337
13929360,2658283
13929369,2658348
13929462,2631764
13929516,2658348
13929530,2658430
13929546,2657845
13929549,2610464
13929556,2652713
13929572,2657816
13929622,2658478
13929640,2658478
13929671,2658493
13929726,2658182
13929763,2658522
13929779,2658587
13929790,2658592
13929796,2658592
13929812,2658605
13929907,2658348
13929916,2658653
13929923,2658655
13929925,2658310
13929930,2658655
13929931,2658655
13929950,2658212
13929957,2658212
13929989,2652046
13930009,2658212
13930034,2658716
13930043,2658716
13930116,2658522
13930267,2658310
13930328,2658903
13930399,2658903
13930451,2658982
13930452,2658982
13930480,2658903
13930520,2659013
13930581,2658155
13930637,2659065
13930677,2658042
13930764,2659127
13930796,2659127
13930797,2659127
13930821,2659109
13930828,2659164
13930844,2659164
13930884,2659127
13930912,2659227
13930921,2659227
13931098,2659267
13931144,2659317
13931145,2659317
13931174,2659013
13931183,2652046
13931187,2659281
13931238,2659392
13931240,2659392
13931349,2659358
13931411,2652046
13931443,2659512
13931554,1519538
13931665,2659653
13931712,2659676
13931749,2659697
13931753,2659697
13931888,2659748
13931904,2659796
13931947,2659748
13932043,2659855
13932161,2659939
13932222,2659989
13932317,2659653
13932357,2660054
13932371,2660053
13932387,2660054
13932412,2659989
13932420,2659636
13932429,2660095
13932435,2660095
13932446,2660116
13932485,2660116
13932672,2660250
13932675,2660250
13932738,2660250
13932818,2644009
13932865,2660311
13932877,2659636
13932940,2660370
13932950,2660370
13932957,2660370
13932958,2660370
13932993,2655662
13933003,2660054
13933036,2660427
13933046,2660427
13933066,2660450
13933105,2660447
13933235,2660551
13933262,2660549
13933308,2660589
13933354,2660589
13933387,2660632
13933409,2660651
13933417,2660651
13933418,2660450
13933422,2660651
13933473,2660579
13933475,2660400
13933544,2660589
13933560,2660736
13933643,2660551
13933696,2660736
13933726,2660832
13933733,2660831
13933736,2660845
13933737,2660832
13933851,2660883
13933868,2660883
13933944,2660956
13934085,2651890
13934212,2661067
13934222,2661067
13934226,2661067
13934263,2660819
13934305,2661130
13934309,2661130
13934311,2661130
13934327,2661130
13934332,2660819
13934359,2661168
13934366,2661170
13934370,2661170
13934386,2661177
13934449,2660752
13934459,2661165
13934549,2661255
13934698,2661346
13934724,2661250
13934792,2661415
13934977,2661415
13935114,2661593
13935155,2661037
13935284,2661165
13935301,2661593
13935412,2661759
13935453,2661774
13935459,2661774
13935522,2661814
13935523,2661814
13935599,2661855
13935613,2661832
13935680,2661715
13935687,2661897
13935774,2661875
13935832,2661926
13935844,2661982
13935907,2662021
13935918,2661855
13935938,2662043
13936052,2662077
13936205,2662170
13936311,2662235
13936312,2662235
13936327,2662235
13936332,2662235
13936402,2662235
13936479,2662235
13936540,2662235
13936571,2662235
13936573,2662347
13936581,2662121
13936657,2662235
13936660,2387846
13936669,2662437
13936781,2662476
13936931,2662572
13936941,2662476
13936998,2662561
13937005,2662607
13937009,2662607
13937011,2662603
13937030,2662625
13937043,2662635
13937103,2662663
13937107,2662664
13937124,2662676
13937129,2662664
13937142,2662664
13937155,2662662
13937156,2662662
13937322,2662607
13937376,2662802
13937415,2662839
13937426,2662839
13937455,2662865
13937483,2662871
13937556,2662924
13937560,2662924
13937572,2634751
13937581,2662865
13937602,2662955
13937626,2662974
13937642,2662981
13937654,2662989
13937662,2662989
13937690,2663018
13937752,2663055
13937766,2663044
13937768,2663055
13937771,2663055
13937776,2663067
13937777,2663067
13937831,2663091
13937841,2663092
13937843,2663091
13937888,2662572
13937972,2663137
13937975,2663127
13938016,2663067
13938135,2663268
13938142,2663268
13938172,2663295
13938189,2663289
13938202,2663295
13938213,2663289
13938218,2663318
13938219,310987
13938233,2663091
13938237,2663318
13938283,2663329
13938286,2663355
13938290,2663351
13938414,2663351
13938509,2663493
13938682,2663571
13938771,2663654
13938908,2663732
13938954,2663721
13938965,2663758
13938971,2663762
13938987,2663775
13939062,2663819
13939098,789181
13939190,2663895
13939206,2663887
13939304,2663921
13939494,2662974
13939513,2664057
13939516,2664050
13939522,2664057
13939542,2664078
13939566,2663818
13939651,2664050
13939699,2664145
13939704,739880
13940116,2664289
13940206,2664289
13940224,2664289
13940234,2663887
13940362,2664521
13940436,2664523
13940481,2664579
13940505,2664523
13940543,2664579
13940593,2664643
13940596,2664643
13940636,2664685
13940637,2664685
13940648,2664685
13940659,2664579
13940677,2664608
13940678,2664698
13940736,2664728
13940796,2664756
13940811,2664756
13940813,2663260
13940830,2664688
13940848,2664751
13940918,2664579
13940956,2664847
13940960,2664847
13940984,2612501
13940987,2664859
13941012,2664859
13941016,2664885
13941022,2664888
13941023,2664888
13941125,2664847
13941247,2664985
13941273,2663818
13941284,2664859
13941473,2655159
13941482,2184309
13941575,2665179
13941678,2665254
13941712,2665254
13941750,2665278
13941767,2665283
13941782,2665308
13941815,2665179
13941966,2665407
13942055,2665408
13942083,2665461
13942087,2665461
13942101,2665473
13942107,2665463
13942159,2665485
13942201,2665473
13942293,2665569
13942295,2665569
13942297,2665569
13942307,2665579
13942341,2665308
13942423,2665408
13942427,2665646
13942431,2665646
13942530,2665609
13942557,2665716
13942582,2665646
13942600,2665716
13942703,2665789
13942706,2665789
13942752,2665820
13942772,2665863
13942926,2665937
13943116,2665827
13943118,2666039
13943119,2666039
13943120,2666039
13943163,2665748
13943169,2666039
13943180,2666071
13943297,2662802
13943304,2665254
13943400,2666170
13943447,2666222
13943466,2627402
13943528,2666071
13943530,2666269
13943604,1499605
13943616,2666311
13943622,2666311
13943629,2666311
13943636,2666067
13943638,2666269
13943652,2666332
13943657,2666332
13943724,2666324
13943726,2666359
13943757,2666381
13943758,2666381
13943763,2666382
13943779,2666381
13943945,2620764
13943947,2666505
13943983,2564882
13943993,2666511
13944056,2666511
13944126,2666447
13944160,2666645
13944162,2666645
13944263,2666645
13944389,2666000
13944426,2666765
13944441,2615190
13944458,255025
13944477,2666793
13944508,2666809
13944527,2666812
13944562,2666809
13944601,2666170
13944637,2666269
13944676,2666809
13944773,2666906
13944813,2666923
13944882,2666614
13944900,2666983
13944909,2666985
13944961,2667028
13944969,2667037
13944971,2667037
13945014,2666619
13945106,2666985
13945175,2667155
13945204,2667178
13945217,2667187
13945252,1268813
13945289,2667215
13945415,2667286
13945440,2667299
13945452,2667178
13945476,2667309
13945489,2667322
13945494,2660199
13945513,2667338
13945520,2667338
13945591,2667178
13945635,2667413
13945719,2667322
13945725,2667429
13945750,2667322
13945857,2667537
13945861,2667537
13945995,2666447
13946431,2667293
13946449,2667951
13946503,2667986
13946617,2668064
13946639,2668032
13946791,2668160
13946930,2668219
13946962,2668243
13946975,2668259
13946976,2668259
13947015,2668268
13947104,2667293
13947179,2667028
13947244,2668375
13947251,2668375
13947291,2667986
13947321,2668310
13947546,2668576
13947642,2668576
13947675,2668576
13947906,2668790
13947997,2668777
13948025,2668790
13948068,2668882
13948076,2668882
13948098,2668892
13948100,2668892
13948147,2668924
13948184,2668925
13948205,2668943
13948212,2668943
13948222,2668926
13948223,2668882
13948236,2668926
13948317,2668974
13948324,2668974
13948329,2668974
13948363,2668887
13948384,2669027
13948463,2668892
13948568,2669152
13948582,2669164
13948600,2669152
13948709,2669164
13948726,2669222
13948788,2652786
13948808,2668887
13948823,2669303
13948824,2669303
13948875,2669334
13948930,2669364
13948932,2669364
13948985,2669334
13949063,2669406
13949074,2669406
13949076,2669443
13949119,2669199
13949196,2608678
13949233,2669364
13949246,2669164
13949349,2668892
13949380,2669327
13949384,2668974
13949419,2669638
13949425,2669641
13949441,2669641
13949458,2669641
13949475,2669364
13949498,2669685
13949508,2669685
13949509,2669685
13949756,2669789
13949855,2669854
13949874,2669854
13949887,2669854
13949905,2669895
13949915,2668785
13949926,2669199
13949951,2669914
13949955,2669914
13949958,2669789
13949968,2669930
13949985,2668032
13949986,2669895
13950036,2669971
13950075,2669997
13950077,2669997
13950095,2669971
13950171,2669997
13950252,2670095
13950265,2669971
13950283,2670109
13950290,2670109
13950306,2670109
13950327,2670126
13950344,2670156
13950406,2670188
13950421,2669914
13950428,2670073
13950520,2670047
13950551,2669997
13950556,2670095
13950572,2670298
13950726,2670376
13950761,2670376
13950811,2670073
13950814,2670408
13950871,2670408
13950918,2670476
13951109,2670585
13951139,2670595
13951162,2670585
13951189,2670630
13951191,2670585
13951254,2670640
13951350,2637317
13951514,2669327
13951573,2670830
13951581,2670830
13951597,2670856
13951644,2670893
13951645,2670893
13951758,2670958
13951772,2644219
13951773,2670958
13951802,2670856
13951985,2671050
13952040,2671050
13952049,2671029
13952140,2671160
13952159,2670944
13952169,2670944
13952206,2647358
13952250,2671173
13952260,2671050
13952272,2671173
13952303,2668241
13952308,2671211
13952419,2671082
13952439,2636748
13952480,2671236
13952483,2667299
13952553,2671363
13952574,2656961
13952647,2671363
13952671,2671405
13952708,2658211
13952726,2620764
13952763,2671462
13952779,2671462
13952792,2671462
13952798,2669061
13952834,187234
13952939,2671363
13952953,2670830
13952983,187234
13953025,2671601
13953108,2671648
13953134,2671622
13953140,2671668
13953141,2671648
13953351,2671787
13953353,2671787
13953558,2671898
13953563,2671882
13953576,2671898
13953603,2671898
13953672,2671898
13953690,2671983
13953692,2671983
13953701,2671983
13953731,2671622
13953753,2672015
13953759,2672015
13953763,2671961
13953983,2672131
13953986,2672153
13954012,2672153
13954190,2670188
13954212,2672153
13954232,2672288
13954310,2672288
13954472,2644615
13954499,2672429
13954513,2672443
13954515,2672443
13954557,2672476
13954648,2672532
13954686,2672562
13954691,2672556
13954694,2672556
13954696,2672556
13954706,2672571
13954707,2672571
13954708,2672571
13954712,2672532
13954777,2671462
13954795,2672556
13954821,2672571
13955037,2672571
13955055,2610589
13955229,2672883
13955231,2672873
13955236,2671211
13955339,2663818
13955349,2672883
13955409,2672971
13955471,2672915
13955507,2673044
13955568,2673078
13955580,2673085
13955584,2673078
13955770,2672873
13955818,2672476
13955853,2672915
13955895,2650879
13956163,2673373
13956179,2673439
13956180,2673439
13956244,2673470
13956254,2673475
13956274,2673497
13956277,2673475
13956282,2673475
13956287,2673497
13956295,2673504
13956303,2673504
13956343,2673504
13956361,2673504
13956374,2673547
13956431,2673047
13956433,2673563
13956477,2673603
13956483,2673604
13956485,2673603
13956628,2673662
13956682,2673603
13956687,2672571
13956756,2673742
13956777,2673761
13956822,2673800
13956864,2673764
13956889,2673800
13956914,2673868
13956938,2673761
13956953,2673790
13956967,2673900
13956982,2673900
13957056,2673942
13957068,2673916
13957097,2673974
13957114,2673913
13957119,2673973
13957195,2673258
13957196,2674004
13957199,2674004
13957267,2670476
13957288,2674076
13957294,2674028
13957306,2674076
13957389,2674101
13957392,2674078
13957410,2673973
13957422,2671362
13957426,2674076
13957445,2674137
13957461,2674146
13957478,2674146
13957510,2674163
13957553,2674146
13957554,2674201
13957573,2674201
13957593,2674201
13957631,2674078
13957633,2674243
13957636,2674243
13957645,2674243
13957654,2674182
13957668,2674182
13957674,2674182
13957686,2674263
13957702,2674273
13957705,2674273
13957726,2674284
13957732,2674284
13957847,2671772
13957859,2671362
13957863,2674368
13957873,2674368
13957878,2674163
13957912,2674163
13957934,2674418
13957942,2674418
13957946,2674368
13957950,2674418
13958100,2673916
13958118,2674368
13958121,2674487
13958178,2674487
13958240,2674561
13958264,2674561
13958330,2674561
13958452,2672935
13958473,2640301
13958476,2674701
13958482,2674701
13958541,2671772
13958552,1690048
13958554,2674745
13958594,2674561
13958668,2674802
13958686,2674803
13958740,2614104
13958755,2674861
13958778,2674852
13958814,2674852
13958875,2674918
13958884,2674918
13958894,2674905
13958901,2674905
13959013,2674987
13959056,2674905
13959057,2674954
13959071,2674897
13959110,2675029
13959118,2674954
13959142,2673542
13959164,2664896
13959292,2675122
13959305,2675122
13959339,2586386
13959344,2675154
13959348,2674861
13959429,2675201
13959503,2675201
13959692,2675154
13959748,187655
13959775,2675394
13959824,2675414
13959873,2674418
13959927,2675434
13959944,2675388
13959950,2675394
13959978,2675388
13960018,2675434
13960044,2675509
13960061,2675546
13960074,2675552
13960144,2675154
13960213,2674897
13960216,2675509
13960239,2675630
13960256,2675552
13960258,2675638
13960259,2675638
13960263,2675546
13960384,2675664
13960405,2675664
13960415,2675509
13960433,2675737
13960439,2675737
13960521,2675737
13960548,2675737
13960631,2675829
13960639,2675854
13960821,2675959
13960874,2675854
13960879,2675959
13960887,2676005
13960961,2675526
13961021,2657570
13961048,2676099
13961056,2676099
13961101,2675959
13961145,2676146
13961147,2676146
13961172,2676099
13961184,2676175
13961190,2676175
13961281,2676232
13961314,2667299
13961320,2676249
13961347,2651890
13961427,2676312
13961458,2676146
13961548,2674418
13961560,2676395
13961566,2676395
13961598,2676396
13961620,2676396
13961660,2603338
13961680,2676452
13961681,2676452
13961789,2676508
13961806,2676532
13961836,2676532
13961878,2645995
13961956,2676618
13961957,2676508
13961984,2676568
13961992,2676618
13962045,2676677
13962131,2676703
13962202,2676746
13962307,2676822
13962320,2676822
13962370,2676858
13962569,2676955
13962576,2676955
13962579,2676953
13962590,2676953
13962620,2676571
13962628,2676991
13962629,2676991
13962694,2677035
